Metric,,,,Accuracy,Accuracy,Accuracy,Accuracy,AUROC,AUROC,AUROC,AUROC,F1,F1,F1,F1,Support vectors,Support vectors,Support vectors,Support vectors
Model,,,,SMO,SMO,SVC,SVC,SMO,SMO,SVC,SVC,SMO,SMO,SVC,SVC,SMO,SMO,SVC,SVC
,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Dataset,Kernel,C,Param,,,,,,,,,,,,,,,,
Circles,linear,0.01,0.0,0.399881164587047,0.05856469549146927,0.4234501881560705,0.05535083068479252,0.45662667864259604,0.10852539015366208,0.4063478529122739,0.11053303912296178,0.3040976075221262,0.2970878850214758,0.2596531630776818,0.31056199052125494,9.0,6.557438524302,62.22222222222222,3.492054473292828
Circles,linear,0.05,0.0,0.4298871063576946,0.0735415643822196,0.40998217468805703,0.053250788663110164,0.4827704694922692,0.09832326054171271,0.4297507379188965,0.12998266218128834,0.3454182748898196,0.2634541443550372,0.3000572034817222,0.295865333011835,8.777777777777779,5.953523699830583,62.44444444444444,3.2058973436118894
Circles,linear,1.0,0.0,0.4829669241433947,0.08425459062493641,0.383442265795207,0.05443068124496243,0.5194897763483151,0.09885954734715661,0.38997140900043936,0.0864160881245638,0.4480976200524791,0.07857940170719942,0.2829467425958654,0.2205090633236732,13.777777777777779,15.188628787499036,61.22222222222222,2.8185890875479616
Circles,poly,0.01,4.0,0.6594375123786889,0.15637104691900147,0.4234501881560705,0.05535083068479252,0.6907535733387127,0.1971702202428734,1.0,0.0,0.694385431008238,0.14933354961370815,0.2596531630776818,0.31056199052125494,12.777777777777779,6.036923425424944,63.111111111111114,3.2956199888808646
Circles,poly,0.01,5.0,0.8637353931471579,0.10234182501901477,0.4234501881560705,0.05535083068479252,0.9040943664639653,0.09445773587688162,0.3201981269865575,0.07793485510694621,0.8764148082410885,0.09690717157045516,0.2596531630776818,0.31056199052125494,26.666666666666668,8.455767262643882,63.22222222222222,3.456073558887954
Circles,poly,0.05,4.0,0.88304614775203,0.1583908223069139,0.4234501881560705,0.05535083068479252,0.9071067556686976,0.16430254538397424,1.0,0.0,0.8830622878540495,0.1539797598483303,0.2596531630776818,0.31056199052125494,20.22222222222222,6.64789022505971,63.55555555555556,2.603416558635551
Circles,poly,0.05,5.0,0.8042186571598336,0.12303501107462707,0.4066151713210537,0.05734789906773766,0.8968659524216016,0.10839991410791998,0.319240520308127,0.07539292937844394,0.8228168452974655,0.10869592237732141,0.2596531630776818,0.31056199052125494,24.0,9.912113800799505,63.333333333333336,3.4999999999999996
Circles,rbf,0.01,0.5,0.4234501881560705,0.05535083068479252,0.4234501881560705,0.05535083068479252,0.5864635478460242,0.06731059606368663,0.824413141324906,0.1637162458679368,0.2596531630776818,0.31056199052125494,0.2596531630776818,0.31056199052125494,10.88888888888889,2.666666666666667,64.33333333333333,2.9999999999999987
Circles,rbf,0.01,1.0,0.4234501881560705,0.05535083068479252,0.4234501881560705,0.05535083068479252,0.6053040059596573,0.122259162701252,0.7548650356828891,0.21455434946459825,0.2596531630776818,0.31056199052125494,0.2596531630776818,0.31056199052125494,11.555555555555555,2.4037008503093262,63.888888888888886,2.619372274250284
Circles,rbf,0.03,2.0,0.43691820162408396,0.07660319934266974,0.4234501881560705,0.05535083068479252,0.6209964212852668,0.09420352047288755,0.6983975802796752,0.2609843016147013,0.3535685069930257,0.27625990113065857,0.2596531630776818,0.31056199052125494,12.222222222222221,3.2317865716108862,63.333333333333336,2.7838821814150108
